alpha,beta,turn_mean,turn_std,pop_mean,pop_std,fix_alpha
0.4,0,17.0,14.0,82.86666666666659,4.706666666666642,0
0,0.5,32.0,18.0,78.70333333333328,7.023333333333326,1
0.5,0,40.0,26.0,77.28666666666659,7.776666666666628,0
0.3,0,59.5,26.5,68.01499999999999,7.955000000000005,0
0.2,0,57.0,17.0,67.31000000000003,5.336666666666659,0
0,0.2,88.5,8.5,58.66,3.1500000000000306,1
0.1,0,78.5,15.5,59.30166666666669,4.788333333333355,0
0,0.4,122.5,32.5,48.803333333333335,10.313333333333318,1
0,0.1,113.5,40.5,51.981666666666676,10.448333333333345,1
0.6,0,23.5,21.5,83.4216666666666,7.148333333333333,0
0,0.0,154.0,1.0,43.61666666666666,0.216666666666665,1
0,0.6,47.0,9.0,76.11833333333331,2.2683333333332882,1
0.0,0,154.0,1.0,43.61666666666666,0.216666666666665,0
0,0.3,157.5,6.5,37.765000000000015,0.4449999999999896,1
0.7,0,34.0,11.0,80.12833333333327,3.4850000000000065,0
0.8,0,11.0,5.0,90.23666666666662,2.013333333333321,0
0,0.7,86.0,85.0,62.10499999999993,29.844999999999967,1
0,0.9,49.5,19.5,77.31999999999992,6.429999999999964,1
0.9,0,95.5,63.5,62.59999999999997,22.206666666666642,0
0,0.8,141.0,21.0,45.574999999999974,7.851666666666656,1
1.0,0,98.5,41.5,59.268333333333324,17.214999999999968,0
0,1.0,138.0,2.0,46.96499999999999,0.18833333333336455,1
