alpha,beta,turn_mean,turn_std,pop_mean,pop_std,fix_alpha
0.5,0,18.1,10.662551289442879,59.82353333333331,3.2852047735939345,0
0.4,0,22.52,10.729846224433974,54.53020000000001,2.8132424479790457,0
0.3,0,40.22,12.944944959326786,47.761066666666686,2.346654681787578,0
0.2,0,56.58,15.163231845487294,43.268466666666676,1.9590063478996445,0
0,0.5,83.86,11.07250649130539,38.26886666666666,1.2105764669041863,1
0,0.4,87.94,9.226938820649025,37.677400000000006,1.1724899032969744,1
0,0.2,112.94,12.07710230146288,35.51373333333333,0.9151822259346354,1
0,0.3,97.82,9.118530583378003,36.58726666666667,0.9824635000288215,1
0.1,0,97.4,17.92651667223725,37.76733333333333,1.5432473698161464,0
0,0.0,168.88,11.595930320590927,32.903400000000005,0.6575369833282732,1
0,0.1,136.74,12.150407400577151,34.257133333333336,0.8313988239373744,1
0.0,0,168.88,11.595930320590927,32.903400000000005,0.6575369833282732,0
0.6,0,15.76,8.677695546629877,64.19126666666665,3.5254599630560373,0
1.0,0,8.88,6.304411154104719,76.15433333333338,3.9058753038069556,0
0.7,0,10.66,6.401905966194755,69.73460000000001,2.9534686868907998,0
0.9,0,8.76,6.46702404510761,75.67826666666672,3.436663837050261,0
0.8,0,10.48,6.9260089517701315,73.1896666666667,3.430692074656536,0
0,0.6,79.08,9.63086704300293,38.754266666666666,1.4147211802251975,1
0,0.7,75.88,7.1850956848186796,39.259600000000006,1.0522804104525667,1
0,0.8,73.42,7.894529751669823,39.47313333333333,1.4713728147549843,1
0,0.9,76.18,8.27209767834012,39.440866666666665,1.395742703127383,1
0,1.0,85.44,8.107182001164153,38.1098,1.4751646853449552,1
