alpha,beta,turn_mean,turn_std,pop_mean,pop_std,fix_alpha
0.4,0,29.4,13.595587519485871,54.363,3.138955045517182,0
0.5,0,25.1,10.820813278122861,58.392333333333326,4.188116800345154,0
0.3,0,53.8,21.96724834839357,46.680333333333344,3.2738507567966146,0
0,0.5,92.7,6.050619802962338,36.48166666666667,0.8530523625975986,1
0.2,0,82.7,20.89042843026442,40.93966666666666,2.3976031781760705,0
0,0.4,99.0,9.929753269845127,36.09866666666666,1.2679153494351822,1
0,0.3,114.1,8.360023923410745,34.90866666666666,0.4063419468597594,1
0,0.2,131.4,10.855413396089528,33.96066666666667,0.712851550698548,1
0.1,0,125.3,21.377792215287343,36.132666666666665,2.0209237711722037,0
0,0.1,151.9,14.889257872708095,32.888999999999996,0.659639716478285,1
0.0,0,192.0,9.808159868191384,31.85333333333333,0.30948703078193973,0
0,0.0,180.0,7.9498427657407165,32.30366666666667,0.39890252220588807,1
0.6,0,19.8,11.822013364905319,63.94466666666665,3.554854333630758,0
0.7,0,13.4,8.697125962063561,69.15900000000002,5.018030169078106,0
0.8,0,9.6,6.086049621881176,73.82500000000003,3.396528374679099,0
0.9,0,16.5,12.241323457861899,72.6166666666667,6.501719088911122,0
0,0.6,83.3,12.474373731775074,37.10033333333334,1.4106881299564318,1
1.0,0,16.4,7.130217387990355,72.84833333333339,4.2935924481849765,0
0,0.7,79.4,8.475848040166836,37.37033333333333,1.3899779774434515,1
0,0.8,73.8,10.486181383134664,38.92933333333333,2.2353527188740836,1
0,0.9,76.8,5.758472019555189,37.758333333333326,1.3395167038898619,1
0,1.0,83.8,10.69392350823588,36.687,1.7454426054410652,1
