alpha,beta,turn_mean,turn_std,pop_mean,pop_std,fix_alpha
0,0.4,105.7,5.254521862167861,35.73599999999998,0.8055347430261572,1
0,0.5,88.1,10.024470060806207,37.20066666666667,1.1798905787308374,1
0,0.3,116.8,12.408061895396878,34.710666666666654,1.0414923054071181,1
0.0,0,186.4,10.316976301223145,32.08266666666667,0.3865137628712435,0
0,0.1,154.8,12.081390648431166,33.31333333333334,0.49986442606415626,1
0,0.2,136.0,13.949910393977447,34.128,1.0229871292771264,1
0,0.0,188.3,7.239475119095307,31.605,0.42067472258530886,1
0.1,0,133.7,15.08674915281619,34.97999999999999,1.1095945205344062,0
0.2,0,101.1,11.995415791042843,38.81033333333333,1.0240067816615739,0
0.3,0,75.8,18.09861873182592,43.184666666666665,3.1000387811194288,0
0.4,0,57.4,17.85049018934774,48.67233333333334,2.888043186042135,0
0.5,0,47.7,13.51332675546625,53.18666666666667,3.6621208184450764,0
0,0.7,83.2,5.1536394906900505,37.876333333333335,0.7575669387365492,1
0,0.6,87.5,7.877182237323192,37.40466666666665,0.9796305426026708,1
0,0.8,81.2,10.196077677224707,37.78166666666667,0.9890199975508952,1
0,0.9,82.3,9.788258272031854,37.49499999999999,1.7848667861900656,1
0,1.0,91.3,5.514526271584895,36.81166666666667,1.00671881763369,1
0.6,0,29.1,8.665448632355973,61.00933333333332,2.882883510191381,0
0.8,0,20.8,7.05407683541936,69.26200000000003,3.373174633948145,0
0.7,0,22.9,9.7,67.00433333333334,3.6818135778746486,0
1.0,0,22.4,8.720091742636656,70.40900000000002,5.6872694190133695,0
0.9,0,18.3,12.458330546265016,73.07233333333336,6.004517382771116,0
