alpha,beta,turn_mean,turn_std,pop_mean,pop_std,fix_alpha
0.5,0,19.266666666666666,10.614246191898047,59.097222222222214,2.9397709766343643,0
0.4,0,28.5,9.043413809692296,53.34955555555556,2.0793196418154323,0
0.3,0,36.9,14.206453932397533,48.050333333333334,2.712796472959911,0
0.2,0,59.833333333333336,15.227351122970214,42.755222222222216,1.7049906447735839,0
0,0.5,82.4,8.1469830816894,38.323888888888874,1.1847178389915003,1
0,0.3,98.7,10.037097854127625,36.645,0.9558392666676238,1
0.1,0,96.93333333333334,19.177996651255196,38.09,1.6122521629810358,0
0,0.4,93.63333333333334,9.84710899480429,37.02644444444445,1.2073837443716244,1
0,0.2,114.36666666666666,11.124996878900935,35.67399999999999,0.9749425054273159,1
0,0.1,136.9,11.708543888972704,34.254999999999995,0.7191315492906614,1
0,0.0,170.96666666666667,12.517942677967852,32.77488888888889,0.6262012061768023,1
0.0,0,170.96666666666667,12.517942677967852,32.77488888888889,0.6262012061768023,0
0.6,0,14.4,7.378346698278687,64.54055555555553,2.954930729692982,0
0.7,0,10.733333333333333,8.258060035841078,69.67122222222221,3.899974119888809,0
0.8,0,7.7,5.848931526355904,74.1326666666667,2.6476833199918355,0
1.0,0,8.566666666666666,8.566147844211475,75.93833333333336,4.481412868314673,0
0.9,0,8.766666666666667,6.936297443321057,75.64877777777782,3.773907149472486,0
0,0.6,77.63333333333334,9.224905901356875,38.774444444444434,1.648413004103877,1
0,0.7,75.3,6.219056734478844,39.55155555555555,1.375498221745377,1
0,0.8,75.06666666666666,7.361763073853679,39.75566666666667,1.235031308644985,1
0,0.9,74.86666666666666,8.313576580242438,39.439333333333344,1.5175419696435513,1
0,1.0,85.66666666666667,8.26370914837211,38.40855555555557,1.468634458549676,1
