strong,0.0,0.0,0.0314458091917464,0.05801694241777842,0.03923325476729537,0.08219457665195182,0.195907973608952,0.20434241508988787,0.28049517722983974,0.31877384534481856,0.29627689937372675,0.23382259037942763,0.22161762537564783,0.3794139155258398,0.4307076596592769,0.548633574737154,0.4359843226299798,0.4472594860675698,0.40972903582163905,0.38432375626083054,0.3069616680338296,0.2693026691548765,0.35246797711168604,0.44322494120432676,0.470482615757956,0.5320064680237395,0.50042494744017,0.4558446950332393,0.4944926364917749,0.48600510684700704,0.345933265945496,0.32806044043771443,0.3880882341967559,0.4398080314347349,0.46435387694445374,0.4642575165617264,0.42785921593531473,0.4052049456750886,0.47233231355798133,0.4561587586418231,0.4617580824946955,0.33885624081071747,0.3905889552801541,0.40235942187425594,0.3534991295639603,0.38640544401448695,0.38278137494889003,0.3391785787202966,0.3631024693200968,0.5799415428828022,0.576083004950411
weak,0.0,0.04635266464350476,0.03323562146216402,0.03418867933154872,0.05518206904583853,0.09089674298705151,0.10108891093208805,0.21167375623323018,0.2205344970964126,0.3432943247349477,0.3861801108881805,0.3385043865273651,0.30288490945240554,0.4915409918334535,0.45257485302056805,0.45339074115583256,0.3275740396803924,0.3842770087279642,0.44333607449556856,0.5230965878054504,0.5792289485554218,0.5007405042384376,0.3135070910291852,0.21877410382442064,0.22904557276758594,0.2995176410232465,0.49813922251996945,0.5480828552489849,0.5096801115971771,0.40569169518266557,0.4336321727469657,0.40003611504227243,0.3138218214203243,0.31119103297580775,0.40423647503923227,0.41007363883597103,0.3804112946547407,0.5650847605652878,0.544642122856822,0.4922012807687899,0.39776501958078264,0.4210715649564487,0.4263456433687544,0.3228459208825771,0.3521272436795156,0.37743422342535754,0.5240223937353189,0.5226816420246642,0.45796214632213667,0.4100348704438517,0.5560525811995648
strong,0.0,0.007966604744476176,0.016745081449376975,0.058056571624396744,0.0683857885917219,0.057769310179998916,0.04563417908197597,0.18743144230825765,0.32574529898113824,0.34583329067950414,0.26324160174820216,0.27719704173124776,0.297759704878954,0.3524625151419514,0.3807135262711848,0.3339961158079888,0.36212021884337564,0.4497350522001257,0.4041581937118188,0.367027112778978,0.3868560435794798,0.40991590943133016,0.4136970525722536,0.3310328346440022,0.311384065616812,0.37517162534908766,0.2935467811239483,0.26315919945349703,0.3699087402312612,0.41502652236681514,0.4577688827118066,0.4623913240488519,0.41002643870327316,0.2809424740305127,0.35077679051133365,0.34009908913175196,0.27579598883934436,0.2176006972576314,0.3474996832378524,0.41712434767288575,0.402237955420144,0.5337854878025797,0.5236032485750487,0.5227989717644621,0.5072284555455296,0.4638376846794233,0.3200906028020245,0.3444043458382401,0.2784132926471764,0.203894179704837,0.3282765853472317
weak,0.0,0.0,0.005449559906585612,0.023602653945914764,0.07856303582282395,0.12244930539739698,0.2957558412048897,0.209879893063466,0.3790599885158437,0.27272753332562216,0.2415377589601845,0.4160361249036091,0.5436432222675226,0.5054936998627928,0.34789087647557726,0.3631050988184043,0.29995928991473914,0.35099845488373926,0.27805446934946343,0.41498409558705923,0.4836813542993257,0.5381660508055952,0.4918006616641484,0.48131532605970595,0.5486708103353115,0.5433602487033514,0.480445898933174,0.2914470096029675,0.24944717129674884,0.28444770518432555,0.30583524061196565,0.3513262435160279,0.3398433128917615,0.4359350378512432,0.5786283693903596,0.562212104139189,0.6409424969916455,0.5575396267750755,0.6093522683622361,0.7689367094271268,0.7028800905293123,0.6863317672623781,0.707096857607125,0.6603607715535063,0.6030112865505564,0.6463639637997258,0.6701322689463294,0.6231372272274485,0.6995704028040806,0.638143352582925,0.6411381891180407
strong,0.0,0.0,0.0,0.0464149933183855,0.03538071504314757,0.15877562981345722,0.18858751773189494,0.31385427724000575,0.3521835236256527,0.42095587365618536,0.32823585265825217,0.22722640142936262,0.26005446499990625,0.3055093452925134,0.3718345653467467,0.40158417983770295,0.3887023478940828,0.46422805949389223,0.39533365643447377,0.4402673352831853,0.35756697706674073,0.31066706884235007,0.3947698999639146,0.462961873012604,0.47370233323386146,0.5173837090805726,0.5300306544169284,0.49382037479826363,0.418626949267849,0.47740470459431583,0.5488602869717801,0.5426988849755352,0.5170543777181363,0.4264712904339938,0.4588150784633089,0.4086076817566527,0.31683652483459523,0.27415632485904134,0.22408595088305572,0.29285186380423606,0.33344278000540145,0.34117686016398613,0.466362573478229,0.5372044215080106,0.5559108731436309,0.49595854085278107,0.44254685457608955,0.5323984897631728,0.5715728706073326,0.55385292604557,0.5420333204214022
weak,0.0,0.005783866133559101,0.02108067859185044,0.027196059975508124,0.047638242918082385,0.02391617995851925,0.07417557235251979,0.10479278312518693,0.2779424768655998,0.24280701947070615,0.3489278833452666,0.349942175091766,0.41273435114037965,0.41781238257518843,0.5278897752166257,0.5956384054653686,0.6320608358266414,0.5657162824377536,0.5594965147462455,0.4398678527050591,0.41681961590595046,0.48576292232859264,0.41113473730783173,0.4332190409411956,0.4134043739690744,0.3207580375327372,0.2715424043470484,0.3498464125487642,0.38528322145750943,0.4040936023109226,0.466164580091502,0.3191397647766531,0.3757769110675874,0.4124379552625328,0.47163434824494505,0.5280547115627461,0.48646111566207323,0.4612551618997043,0.3546394568525559,0.19545509641816153,0.29866576895124786,0.3008705790033054,0.2673916144103197,0.3976476559337167,0.5616565337478229,0.6210284410487241,0.6410246683188976,0.6391714385547442,0.5545739303797008,0.5570230622589102,0.48550317898619927
strong,0.0,0.0,0.007614830342773853,0.048540722068637146,0.05143526431262275,0.09312688465639916,0.17614882405106513,0.2434711659193475,0.4217409931549838,0.54197119795549,0.5487251799039174,0.5294773186517034,0.21851143414334973,0.19301139923291588,0.19238632033712272,0.2344088755207904,0.3640123637665725,0.33411144849097574,0.3904244417108644,0.3906672062872887,0.476624896950871,0.5381936334576218,0.48299221948265364,0.26635821040131347,0.2910242910350957,0.3258815717083246,0.37960060893640324,0.42837022314497586,0.4118395441035091,0.44686937857071857,0.4049952493448549,0.3032248018329089,0.47814773518647463,0.48002527711310605,0.4783513316270357,0.5170235821355561,0.4254404778869301,0.49769489365233566,0.5235708186697293,0.4705386817259803,0.4398928853500453,0.5464964247622431,0.4697424439796286,0.40403316841868203,0.4683022696587183,0.4502817734416098,0.4728626093246109,0.4453572107131596,0.3087785965352997,0.338973603482735,0.45694822105160937
weak,0.0,0.0,0.01205069958023556,0.04216666248545086,0.09451236520079337,0.12529977338164217,0.19655759093827935,0.23435963867591927,0.353002301912524,0.45163424162177185,0.4153802686650171,0.301742975184007,0.42986574460279453,0.368509738721197,0.29480376555475946,0.32462114105812584,0.32914533723915135,0.34784620876892786,0.35289737493507994,0.24085204485919814,0.30021002071730146,0.5523824033784095,0.5161836507995968,0.3512382384132072,0.32649498091447793,0.532828298449554,0.4960469626200228,0.4862951839889218,0.3991851474112928,0.2943173551734971,0.44551304764731203,0.34370037925738356,0.49491115304047884,0.4937345850000634,0.36067016543472713,0.39599626009736466,0.43707310464234744,0.332900547434512,0.3363686096116206,0.3814143953192507,0.5442797181029624,0.5207496993678892,0.3925330483880561,0.34680407215147824,0.37557353897070306,0.2831467669775534,0.3253841732068867,0.3060140354817971,0.36315658311553367,0.5110435855069244,0.4414569918340938
strong,0.0,0.0,0.007884317505649018,0.06958566879192184,0.09675571533522104,0.10944362809215749,0.07751017257262044,0.2607889137569243,0.3096163788342237,0.3390969314300313,0.36919309094268693,0.3923528771775686,0.4707615889905918,0.4512805243218371,0.44678902956886823,0.34565608419799015,0.4145254724562387,0.4039848246112757,0.5452350433318652,0.5443917748598692,0.5232830299112543,0.47065283408826736,0.4611987386184531,0.5187108199200964,0.5438097553196956,0.4945513110938954,0.47040490316310923,0.3814348728947853,0.34230214854373986,0.3773859131503166,0.5206634053420462,0.537363930864146,0.4877325189629902,0.33361430148214644,0.3949017183469951,0.38664532183592426,0.555817972890697,0.5259133862040689,0.5607822877624238,0.5633697446662915,0.4731521475150956,0.46283018414440974,0.5283576701541547,0.48528178591035875,0.45810010979062105,0.46560144356899735,0.36056644790283165,0.35558783286556767,0.5335011236164301,0.5954245885803943,0.5136943888424782
weak,0.0,0.0,0.008317147165130052,0.005542172213370917,0.1131021834359239,0.12436952164409597,0.214623074632215,0.2115696085017835,0.30487051255227776,0.44646620900209294,0.5542358550926044,0.4400441811209658,0.42921148271435855,0.4266740711355227,0.4885653671386987,0.3994788022387579,0.4313573135366577,0.35069608500869787,0.3748978825670837,0.29107954147311776,0.3534382083747051,0.5124437603681693,0.416731492858748,0.5135175113331988,0.532722476821206,0.4576428471547246,0.490442844123211,0.24246325573858712,0.2906667872254915,0.3761135506369637,0.26436769316812525,0.34132652520647205,0.4457420661304738,0.5235068205552809,0.6234401627016611,0.5648825211236181,0.5183162728747488,0.6431527501392323,0.6422824725044047,0.5500556714338436,0.5714068655842726,0.5314947022384914,0.4273946150198496,0.5473211011020317,0.5508525908365188,0.5890121120987927,0.6190752548801484,0.5590472590556345,0.5145393123057567,0.48519322776304985,0.508245576985487
