500,1.0,-1.9983799461125427,True,1530001,1:13:34
1500,0.9894935726031417,-1.9906701407467646,True,5700001,5:16:02
2000,0.9894995329381402,-1.985700123468091,True,10650001,10:33:55
2500,0.968438903391668,-1.9940833639007025,True,15030001,15:29:15
3000,1.0,-1.9867721337990614,True,31030001,"1 day, 9:07:59"
5000,0.013581914492513444,-0.08025801464038995,False,100000000,"5 days, 7:43:11"
